hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,0,200,2016,August,32,6,2,2,2,0.0,0,SC,ZAF,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,62.18,0,1,Check-Out,2016-08-10,Emily George,Emily_George@verizon.com,167-232-8588,************4783
City Hotel,0,41,2017,April,14,3,1,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,137.2,0,1,Check-Out,2017-04-08,Jennifer Heath,JenniferHeath63@yandex.com,698-065-5312,************7156
Resort Hotel,0,1,2017,March,10,10,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,,330.0,0,Transient-Party,37.0,1,1,Check-Out,2017-03-11,Tina Cox,TinaCox@aol.com,709-777-6367,************8858
Resort Hotel,0,188,2016,May,19,3,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Transient,74.76,0,1,Check-Out,2016-05-10,Sarah Tapia,Sarah_Tapia15@aol.com,988-501-7990,************8051
City Hotel,1,30,2016,May,21,15,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,1,Canceled,2016-05-10,Jason Andrade,Andrade.Jason@protonmail.com,582-513-2004,************9785
City Hotel,1,120,2016,April,18,30,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.13,0,0,Canceled,2016-04-02,Charles Cox,CharlesCox12@yahoo.com,654-598-7707,************1779
City Hotel,1,101,2016,October,44,23,2,5,2,2.0,0,HB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,222.17,0,0,Canceled,2016-07-18,Joseph Gardner,Gardner.Joseph95@att.com,443-037-8138,************2487
City Hotel,1,110,2015,July,30,25,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0,0,Canceled,2015-07-22,Ann Wilson,Wilson.Ann@zoho.com,744-001-8034,************8303
Resort Hotel,1,323,2017,June,22,3,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,72.0,0,0,Canceled,2016-07-21,Mrs. Amber Perez,Perez_Mrs.37@att.com,542-689-2008,************9743
Resort Hotel,0,8,2016,March,13,22,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,68.0,0,1,Check-Out,2016-03-23,Anna Todd,ATodd@yandex.com,631-893-9946,************6984
City Hotel,0,87,2015,September,38,15,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.25,1,2,Check-Out,2015-09-18,Hannah Montgomery,Montgomery_Hannah59@yahoo.com,974-952-4221,************7474
City Hotel,0,46,2015,August,34,17,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-19,David Johnson,Johnson_David@aol.com,488-471-8803,************5533
City Hotel,1,16,2016,December,53,28,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,76.67,0,0,Canceled,2016-12-12,George Christian,Christian_George@yahoo.com,903-344-7321,************2076
Resort Hotel,0,112,2017,March,11,15,0,3,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,477.0,0,Transient-Party,40.0,0,0,Check-Out,2017-03-18,Joshua Guerrero,JGuerrero@hotmail.com,914-599-5298,************1429
Resort Hotel,1,60,2015,July,29,13,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Transient,79.5,0,0,Canceled,2015-06-24,Teresa Moore,TeresaMoore86@protonmail.com,919-581-2832,************4132
Resort Hotel,0,0,2017,July,28,13,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,241.0,,0,Transient,96.0,0,1,Check-Out,2017-07-14,Michael Jacobs,MJacobs13@comcast.net,980-530-9043,************1868
City Hotel,0,113,2017,August,33,17,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,121.5,0,3,Check-Out,2017-08-20,Kendra Clark,Kendra.C@gmail.com,715-777-6526,************9807
Resort Hotel,0,46,2016,October,44,29,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,58.0,0,1,Check-Out,2016-11-01,Derek Olson,Derek_O@protonmail.com,939-855-7915,************6063
City Hotel,0,155,2016,July,29,14,2,5,2,0.0,0,SC,BGR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.82,0,2,Check-Out,2016-07-21,Aaron Stone,Aaron.S@aol.com,597-072-1640,************1830
City Hotel,1,71,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0,0,Canceled,2016-04-27,Travis Bradford,Bradford_Travis46@aol.com,971-434-1641,************4338
City Hotel,0,247,2016,June,24,6,1,1,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,F,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-06-08,Laura Hogan,LHogan@zoho.com,528-954-0414,************6695
Resort Hotel,1,128,2017,June,23,5,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,140.0,0,0,Canceled,2017-01-28,Caitlin Woods,Woods.Caitlin50@gmail.com,559-722-9104,************7066
City Hotel,0,71,2016,July,29,10,2,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Transient,122.4,0,1,Check-Out,2016-07-15,Heather Anderson,Heather_A@xfinity.com,342-342-5931,************8329
Resort Hotel,0,272,2015,September,40,30,0,3,1,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,256.0,,0,Transient-Party,58.5,0,0,Check-Out,2015-10-03,Margaret Odom,Odom_Margaret@comcast.net,524-279-0169,************4935
City Hotel,0,451,2017,July,28,12,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-07-15,Amy Murphy,Amy_M@gmail.com,383-699-3883,************9356
City Hotel,0,11,2016,June,25,13,1,0,1,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,83.0,0,0,Check-Out,2016-06-14,Michael Bray,Michael_Bray@hotmail.com,670-682-6029,************9423
Resort Hotel,0,41,2017,August,31,2,0,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,118.5,0,0,Check-Out,2017-08-06,Joseph Taylor,Joseph.Taylor@yahoo.com,747-476-7340,************2585
Resort Hotel,1,2,2016,October,42,12,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,94.0,0,Transient,39.0,0,0,Canceled,2016-10-10,Spencer Smith,Smith.Spencer@hotmail.com,273-753-9188,************7287
City Hotel,0,0,2015,September,38,18,0,1,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,200.0,0,0,Check-Out,2015-09-19,Joshua Fields,Joshua.F@yandex.com,678-299-8305,************8777
City Hotel,1,398,2016,August,33,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Marcus Adams,Adams_Marcus@protonmail.com,962-118-9264,************9601
City Hotel,1,85,2016,February,6,6,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Contract,57.0,0,0,No-Show,2016-02-06,Joshua Phillips,JoshuaPhillips@att.com,464-789-9739,************7632
City Hotel,1,353,2017,May,21,24,0,2,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.0,0,2,Canceled,2017-05-09,Sharon Williams,SWilliams@yandex.com,704-574-6828,************9268
City Hotel,0,0,2016,July,31,29,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,0,Check-Out,2016-07-30,Stephen Marquez,Stephen_M@xfinity.com,425-262-1943,************1598
City Hotel,0,73,2017,March,12,24,0,2,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,171.0,,0,Transient-Party,90.0,0,0,Check-Out,2017-03-26,Marc Lloyd,Marc_Lloyd@mail.com,692-896-9631,************7314
City Hotel,0,58,2017,June,26,27,0,1,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0,1,Check-Out,2017-06-28,Jennifer Powers,Powers_Jennifer60@comcast.net,549-317-8802,************9295
Resort Hotel,0,80,2016,April,15,7,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,,0,Transient-Party,68.0,0,0,Check-Out,2016-04-10,Tina Harris,Harris_Tina@outlook.com,473-166-8402,************1006
City Hotel,0,34,2017,January,3,18,0,1,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,19.0,,0,Transient-Party,75.0,0,0,Check-Out,2017-01-19,Maxwell Caldwell,Caldwell_Maxwell75@yandex.com,402-938-1197,************9914
City Hotel,1,189,2016,October,44,28,1,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,109.8,0,0,Canceled,2016-09-26,Kelly Vega,KVega@comcast.net,171-598-0735,************1344
City Hotel,0,38,2017,February,9,26,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2017-03-01,Jacob Eaton,Jacob_Eaton@hotmail.com,115-568-6521,************2248
Resort Hotel,0,152,2017,April,14,5,0,4,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,49.0,1,0,Check-Out,2017-04-09,Franklin Ho,Franklin.Ho20@yandex.com,775-966-0856,************8070
Resort Hotel,1,159,2017,July,29,22,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,212.0,0,0,Canceled,2017-02-16,Mark Lucas,Mark.Lucas43@protonmail.com,971-066-0717,************8172
Resort Hotel,1,41,2015,November,46,12,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,Brianna Davis,Brianna_Davis70@zoho.com,932-712-4672,************7460
City Hotel,1,39,2016,September,38,15,0,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0,0,Canceled,2016-08-08,Debbie Smith,Debbie_Smith@hotmail.com,106-211-3905,************2402
City Hotel,0,8,2016,May,23,31,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,14.0,,0,Transient,141.95,0,0,Check-Out,2016-06-03,Randall Collins,Collins.Randall49@comcast.net,274-187-0659,************5156
City Hotel,0,377,2016,October,42,14,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-10-16,Christopher Campbell,CCampbell@hotmail.com,800-167-5110,************7341
City Hotel,0,5,2016,April,17,18,1,0,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,64.68,0,1,Check-Out,2016-04-19,Oscar Taylor,Oscar.Taylor@mail.com,794-552-8136,************1672
City Hotel,0,11,2017,March,10,6,1,4,2,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,102.0,0,0,Check-Out,2017-03-11,Jason Miller,Jason.Miller64@att.com,419-346-7770,************9151
City Hotel,0,91,2017,June,23,10,1,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,133.0,0,0,Check-Out,2017-06-12,Christopher Williams,Christopher.Williams@gmail.com,971-894-4662,************7711
City Hotel,1,380,2016,November,48,20,2,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,81.0,0,1,Canceled,2015-11-19,Darius Giles,DariusGiles@comcast.net,115-898-1151,************3336
City Hotel,0,40,2016,June,27,29,0,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.9,0,0,Check-Out,2016-07-02,Jodi Cross DDS,Jodi_DDS66@yahoo.com,258-245-7799,************5764
Resort Hotel,0,57,2015,November,48,26,0,3,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,36.0,0,1,Check-Out,2015-11-29,Jessica Mcconnell,Jessica.M@verizon.com,669-657-3333,************3065
Resort Hotel,1,108,2016,March,10,1,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240.0,,0,Transient,46.4,0,2,Canceled,2015-11-24,Kimberly Moore,Kimberly_M@mail.com,368-252-5362,************8198
Resort Hotel,1,26,2017,August,34,25,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,216.67,0,1,Canceled,2017-07-30,Adriana Hall,Adriana_H@hotmail.com,994-239-5333,************2769
City Hotel,0,96,2016,May,22,23,1,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,141.6,0,1,Check-Out,2016-05-28,Courtney Barnes,Barnes_Courtney@yandex.com,435-837-5175,************8053
City Hotel,0,38,2017,June,25,21,0,4,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,170.0,0,2,Check-Out,2017-06-25,John Jackson,Jackson_John@aol.com,294-582-4740,************4244
City Hotel,0,109,2017,March,10,10,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,1,Check-Out,2017-03-13,Matthew Carpenter,MatthewCarpenter@mail.com,386-748-8560,************9394
Resort Hotel,0,14,2017,February,6,7,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,146.0,,0,Transient,35.0,0,0,Check-Out,2017-02-08,Eric Cooper,EricCooper@yandex.com,605-656-4814,************4047
City Hotel,0,31,2017,January,1,1,2,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.33,0,2,Check-Out,2017-01-07,Brandy Ford,Brandy.F@gmail.com,961-246-8243,************8129
City Hotel,0,192,2015,August,32,6,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,2,Check-Out,2015-08-11,Eric Smith,EricSmith@verizon.com,383-295-9398,************3927
City Hotel,1,461,2016,October,42,13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Laura Green,Laura_G@verizon.com,742-378-2514,************2047
City Hotel,1,18,2017,February,6,11,2,2,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0,0,Canceled,2017-01-27,Angela Mitchell,Angela_M82@zoho.com,985-917-9408,************2019
City Hotel,1,86,2015,October,40,3,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0,Canceled,2015-09-28,Samantha Mcdaniel,Samantha.Mcdaniel32@yahoo.com,597-763-9000,************3678
City Hotel,0,43,2016,August,33,8,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,99.41,0,1,Check-Out,2016-08-11,Emily Becker,Becker_Emily@comcast.net,186-007-3544,************8386
Resort Hotel,1,350,2017,March,12,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,11.0,,0,Transient,30.0,0,0,Canceled,2017-03-10,Peter Lynch,Peter_Lynch52@hotmail.com,571-378-7049,************7201
City Hotel,0,22,2017,June,26,28,0,3,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-07-01,Wesley Holland,Wesley_Holland45@verizon.com,790-499-1959,************7298
City Hotel,0,112,2017,August,34,21,1,3,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,116.1,0,1,Check-Out,2017-08-25,Ethan Price,EPrice19@yahoo.com,730-574-4937,************5456
City Hotel,1,146,2016,July,28,4,1,5,2,0.0,0,BB,MDV,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,116.45,0,0,Canceled,2016-02-09,Jason Floyd,Jason_Floyd20@yahoo.com,144-028-7451,************2019
City Hotel,0,15,2017,August,33,17,1,3,3,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,7.0,,0,Transient,236.0,0,1,Check-Out,2017-08-21,Katie Mills,Mills.Katie@verizon.com,837-910-9025,************9540
Resort Hotel,1,225,2016,August,35,27,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,36.0,,0,Transient,82.29,0,0,Canceled,2016-01-19,Kayla Winters,KWinters@att.com,148-042-2014,************9215
City Hotel,0,6,2016,February,9,22,1,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.0,0,0,Check-Out,2016-02-25,Thomas Mcintosh,Mcintosh.Thomas@zoho.com,440-417-1499,************8602
City Hotel,1,37,2016,May,21,21,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0,0,Canceled,2016-04-16,Nathan Hansen,Nathan.Hansen@att.com,696-487-0161,************8493
City Hotel,0,100,2016,October,42,13,0,3,2,0.0,0,BB,USA,Direct,Direct,0,0,0,E,F,4,No Deposit,14.0,,0,Transient,152.46,0,0,Check-Out,2016-10-16,Michelle Turner,Turner.Michelle@verizon.com,926-595-8670,************6329
City Hotel,1,54,2016,March,14,28,1,1,2,0.0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.1,0,0,Canceled,2016-02-04,Sarah Williams,Williams_Sarah@protonmail.com,434-532-9692,************8502
City Hotel,0,0,2017,June,26,26,1,3,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,112.5,0,0,Check-Out,2017-06-30,Samantha Moreno,Samantha_M@xfinity.com,829-017-9240,************3178
City Hotel,1,86,2015,September,37,9,0,2,2,0.0,0,BB,FRA,Groups,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,110.0,0,0,Canceled,2015-06-30,Jerry Roberts,Jerry_Roberts43@att.com,274-516-4208,************8183
City Hotel,1,36,2016,September,38,15,0,3,2,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,207.9,0,3,Canceled,2016-09-04,Carla Gonzalez,CarlaGonzalez@mail.com,906-163-8538,************8575
Resort Hotel,0,96,2016,June,25,12,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243.0,,0,Contract,77.85,0,0,Check-Out,2016-06-19,Donna Santana,Donna.Santana@zoho.com,766-824-4627,************8365
Resort Hotel,0,1,2017,June,24,16,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,154.0,1,0,Check-Out,2017-06-18,Leah Jackson,Leah_Jackson40@hotmail.com,738-709-7410,************2806
Resort Hotel,1,397,2016,September,39,21,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient-Party,64.0,0,0,Canceled,2016-06-17,Vicki Brooks,VBrooks39@mail.com,327-783-2894,************1736
City Hotel,1,315,2017,July,30,28,1,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.1,0,0,Canceled,2016-11-09,Breanna Bentley,Breanna.B@mail.com,542-363-1867,************7946
City Hotel,0,47,2016,November,48,25,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,156.6,0,2,Check-Out,2016-11-27,Courtney Sloan,Sloan.Courtney@yandex.com,293-694-9069,************9315
Resort Hotel,0,225,2015,September,36,3,2,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,152.0,0,2,Check-Out,2015-09-08,Shannon Kelly,ShannonKelly78@aol.com,527-427-0102,************3500
Resort Hotel,1,82,2017,May,19,8,1,3,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,0,Canceled,2017-02-15,Amy Hurst,Amy.Hurst@comcast.net,962-999-9258,************5724
City Hotel,1,211,2016,May,23,31,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,46,Transient,115.0,0,0,Canceled,2015-12-18,Steven Miller,Steven.Miller28@yahoo.com,220-770-1821,************2500
Resort Hotel,0,119,2017,March,13,26,2,3,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,63.14,0,1,Check-Out,2017-03-31,Blake Payne,Blake.P@hotmail.com,424-438-4271,************7035
Resort Hotel,0,91,2016,April,17,20,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,59.0,0,1,Check-Out,2016-04-21,Jennifer Crawford,Crawford.Jennifer18@protonmail.com,239-745-4279,************1210
City Hotel,1,461,2016,October,42,13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Peggy Cantu,Peggy.Cantu@mail.com,407-926-2012,************9552
Resort Hotel,1,403,2016,October,40,1,6,15,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,52.2,0,0,Canceled,2015-08-25,Glenn Simmons,GSimmons@hotmail.com,292-003-2290,************9224
Resort Hotel,0,170,2016,June,25,17,2,5,2,0.0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,128.0,,0,Transient,61.0,0,1,Check-Out,2016-06-24,George Ortega,Ortega.George77@aol.com,574-179-0675,************1453
City Hotel,0,140,2015,November,47,18,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,87,Transient-Party,75.0,0,1,Check-Out,2015-11-21,Julia Wright,Julia.Wright@comcast.net,312-728-0540,************2834
City Hotel,1,195,2016,October,43,18,0,4,1,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,2,Canceled,2016-10-12,Mr. Brent Williams,Mr.Williams@yandex.com,372-720-4613,************1065
City Hotel,0,147,2017,June,24,12,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,89.1,0,0,Check-Out,2017-06-16,Nancy Robinson,Nancy_Robinson74@hotmail.com,917-827-9085,************7040
Resort Hotel,0,111,2017,February,8,19,2,5,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,177.0,,0,Transient,52.4,0,0,Check-Out,2017-02-26,Misty Evans,Evans.Misty@gmail.com,958-568-7821,************6238
Resort Hotel,1,411,2017,May,22,31,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,71.1,0,0,Canceled,2016-04-15,Michael Sanchez,Sanchez.Michael54@protonmail.com,940-158-1267,************9512
City Hotel,0,26,2016,September,36,3,2,2,2,0.0,0,BB,CHE,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,282.0,0,Transient,116.72,0,0,Check-Out,2016-09-07,Amy Lawrence,AmyLawrence@aol.com,652-816-7771,************3935
City Hotel,0,46,2015,December,52,23,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,87.0,0,1,Check-Out,2015-12-25,Elizabeth Norris,Elizabeth.N@gmail.com,342-120-1543,************2607
Resort Hotel,0,156,2016,September,39,21,1,4,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,130.0,0,1,Check-Out,2016-09-26,Dr. Andrew Schultz,Dr._Schultz@protonmail.com,631-082-0846,************2248
City Hotel,1,300,2015,August,33,13,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,Kelli Townsend,Kelli_Townsend@hotmail.com,835-101-4330,************5601
Resort Hotel,0,0,2016,February,9,22,1,0,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,0.0,0,1,Check-Out,2016-02-23,Kendra Huerta,KHuerta@yahoo.com,752-445-2230,************2614
Resort Hotel,1,35,2017,February,6,8,0,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,1,Canceled,2017-01-05,Heather Clark,Heather_Clark31@zoho.com,217-876-3783,************2180
City Hotel,0,104,2016,September,37,5,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,89.0,,0,Transient,98.64,0,1,Check-Out,2016-09-12,Terri Chen,Terri_Chen@xfinity.com,309-048-3296,************6779
City Hotel,1,245,2016,July,28,6,2,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,110.0,0,0,Canceled,2016-02-23,Lisa Jenkins,Lisa_J@protonmail.com,664-358-9164,************5682
